title,winery,variety,designation,province,region_1,country,points,price,taster_name,description
Portalupi 2012 Zinfandel (Russian River Valley),Portalupi,Zinfandel,,California,Russian River Valley,US,85,$34.0,Virginie Boone,"A curious streak of sarsaparilla marks this wine aromatically, followed by sparse, soft layers of black fruit and hidden black pepper."
Camaraderie 2008 Reserve Merlot (Columbia Valley (WA)),Camaraderie,Merlot,Reserve,Washington,Columbia Valley (WA),US,91,$38.0,Paul Gregutt,"This reserve spends 30 months in barrel. It has lovely aromatics, with subtle suggestions of tobacco and clove woven through the base of ripe black cherry and cassis. The tannins are polished, and the finish lends a thread of iron."
Merry Edwards 2013 Georganne Pinot Noir (Russian River Valley),Merry Edwards,Pinot Noir,Georganne,California,Russian River Valley,US,94,$60.0,Virginie Boone,"Rustic earth and the aromatic sparks of a rose garden open this wine, named by combining the middle names of the producer and her husband. Tight, youthful tannins hover around chocolate, strawberry and blackberry notes, resulting in a velvety texture on the expansive palate. It finishes quietly and confidently, eager to develop further in bottle; enjoy through 2023."
Ponzi 2007 Pinot Noir (Willamette Valley),Ponzi,Pinot Noir,,Oregon,Willamette Valley,US,88,$35.0,Paul Gregutt,"Complex aromas have become a Luisa Ponzi hallmark; this one a potpourri of violets, cherry tobacco, clove and cedar, leading into a light, tart palate bursting with wild strawberries. The alcohol rests at 13.5%, but the wine is fully ripe, just not over the top. Graceful, perfectly executed winemaking, in a difficult vintage."
Kenefick Ranch 2008 Chris's Cuvée Cabernet Sauvignon (Napa Valley),Kenefick Ranch,Cabernet Sauvignon,Chris's Cuvée,California,Napa Valley,US,87,$60.0,,"A bit high in alcohol, this has blackberry and mocha flavors that are overripe, veering into sweet-prune territory. Drink now."
Maryhill 2009 Proprietor's Reserve Syrah (Columbia Valley (WA)),Maryhill,Syrah,Proprietor's Reserve,Washington,Columbia Valley (WA),US,86,$25.0,Paul Gregutt,"Forward and pleasant, with a balanced attack of berry and peppery herb, this saw 20 months in one-fifth new French oak. The resulting toasty, lightly-chocolaty finish is pleasing, though it tends to override the subtle fruit. Drink soon."
Vercingetorix VX 2014 Caroline's Cuvée Pinot Noir (Willamette Valley),Vercingetorix VX,Pinot Noir,Caroline's Cuvée,Oregon,Willamette Valley,US,85,$25.0,Paul Gregutt,"Past vintages of this cuvée have been delightful, but this one hits a speed bump. Diluted fruit flavors conjure up memories of cherry Kool-Aid, with a spare hint of chocolate. The wine has no depth, and not much flavor."
Joleté 2014 Cuvée Select Pinot Noir (Willamette Valley),Joleté,Pinot Noir,Cuvée Select,Oregon,Willamette Valley,US,88,$29.0,Paul Gregutt,"Good and spicy, this well-structured effort shows some lightly ripened flavors of rhubarb, raspberry and hard cherry candy. A streak of jalapeño pepper runs alongside, delivering impressive definition and length for the price."
Ryan Patrick 2013 Redhead Red (Columbia Valley (WA)),Ryan Patrick,Red Blend,Redhead,Washington,Columbia Valley (WA),US,86,$10.0,Sean P. Sullivan,"This blend of Merlot, Syrah, Petit Sirah and Primitivo is aromatic and fruit-filled, with notes of confection, blueberry pie, plum, licorice and red fruit. The flavors are sweet, primary and direct with a smooth feel."
Chateau Ste. Michelle 2013 Cold Creek Vineyard Riesling (Columbia Valley (WA)),Chateau Ste. Michelle,Riesling,Cold Creek Vineyard,Washington,Columbia Valley (WA),US,92,$18.0,Paul Gregutt,"Production has zoomed to almost 11,000 cases, but the quality remains. Deep, delicious flavors of melon, grapefruit and kiwi anchor the wine. The sensation of wet rocks and bracing minerality runs alongside the lip-smacking fruit. Perfectly ripe, dense and wonderfully sappy, this is a real gem."
Knapp 2014 Barrel Reserve Chardonnay (Finger Lakes),Knapp,Chardonnay,Barrel Reserve,New York,Finger Lakes,US,87,$12.0,Anna Lee C. Iijima,"While aged eight months in oak, this elegantly integrated Chardonnay reveals only the faintest whispers of toast and spice. Thirst quenching and quaffable, the palate highlights crisp peach and apricot against a taut backbone of lemon-line acidity. Enjoy now for it's fresh, youthful flair."
Novelty Hill 2012 Stillwater Creek Vineyard Viognier (Columbia Valley (WA)),Novelty Hill,Viognier,Stillwater Creek Vineyard,Washington,Columbia Valley (WA),US,91,$23.0,Paul Gregutt,"A flood of delicious, sweet/sour floral and citrus flavors sweeps across the palate, a lush compound of satsuma orange and highlights of honeysuckle, Meyer lemon and apricot. It's a tart and vivid wine, with lovely concentration and no rough edges."
Thirsty Owl Wine Company 2012 Riesling (Finger Lakes),Thirsty Owl Wine Company,Riesling,,New York,Finger Lakes,US,87,$15.0,Anna Lee C. Iijima,"This delicate wine shimmers with minerality from start to finish. Steely and dry in style, it's brisk with lemon and lime flavors that linger on the finish. It's a bit austere, but notable for the honed, linear feel."
Beringer 2004 Bancroft Ranch Vineyard Merlot (Napa Valley),Beringer,Merlot,Bancroft Ranch Vineyard,California,Napa Valley,US,85,$75.0,,"The vineyard is on Howell Mountain. It's an awkward wine, with lots to like, but some problems. On the plus side is enormous  cassis, cherry and chocolate fruit flavor and rich, fine tannins, and the 100% new oak seems proper given the wine's volume. But there's too much sugary sweetness in the finish, almost like a dessert wine."
Pamplin 2013 JRG Red (Columbia Valley (WA)),Pamplin,Bordeaux-style Red Blend,JRG,Washington,Columbia Valley (WA),US,92,$30.0,Sean P. Sullivan,"Cabernet Sauvignon makes up three-quarters of this blend with the balance Merlot (22%) and Malbec. Coming from a who's who of vineyards that includes Klipsun, Canoe Ridge, Seven Hills, and Alder Ridge, it displays aromas of toasty spices, graphite, fresh herb and black currant. The dark-fruit flavors are polished to a fine sheen, showing hang time on the finish. It impresses."
Treleaven 2014 Semi-Dry Riesling (Finger Lakes),Treleaven,Riesling,Semi-Dry,New York,Finger Lakes,US,87,$15.0,Anna Lee C. Iijima,"Zippy white grapefruit and lemon juxtapose more savory tones of crushed mineral, pressed apple and pear in this off-dry Riesling. The palate is sprightly and bright with a clean, moderately persistent finish. Drink now through 2019."
Williams Selyem 2007 Peay Vineyard Pinot Noir (Russian River Valley),Williams Selyem,Pinot Noir,Peay Vineyard,California,Russian River Valley,US,95,$54.0,,"Pretty tannic, with a hard edge, although it's very fruity and rich, and should soften and mellow with time in the cellar. Thoroughly dry, it shows complex flavors of wild raspberries, cherry compote, cola and spices, compounded with smoky, sweet oak. Give it until 2011 to begin to come around."
Glenora 2008 Riesling (Finger Lakes),Glenora,Riesling,,New York,Finger Lakes,US,84,$16.0,,"Confected but pleasant aromas of cotton candy and sour apple drops dominate the nose, while the palate unfolds nicely with layers of lemon and red apple. Soft and lush, it picks up an apricot accent on the medium finish. Try with Thai food. Drink now."
Hawkins Cellars 2007 Cabernet Sauvignon (Columbia Valley (WA)),Hawkins Cellars,Cabernet Sauvignon,,Washington,Columbia Valley (WA),US,83,$20.0,Paul Gregutt,"It's difficult to see how this wine can register alcohol almost 15%. Flavors are thin, green and tannic, with hardly a hint of fruit."
Dutton-Goldfield 2012 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),Dutton-Goldfield,Pinot Noir,Dutton Ranch Freestone Hill Vineyard,California,Russian River Valley,US,94,$72.0,Virginie Boone,"From a coastal vineyard in the southwest corner of the Russian River Valley, this is earthy and brambly on the nose, inviting in its sense of wild abandon. Concentrated yet vibrant in acidity, the flavors lean toward cranberry and tart cherry, completely enveloped in intriguing cardamom spice. Elegant and balanced."
Aberrant Cellars 2014 Gran Moraine Vineyard Pinot Noir (Willamette Valley),Aberrant Cellars,Pinot Noir,Gran Moraine Vineyard,Oregon,Willamette Valley,US,95,$45.0,Paul Gregutt,"This splendid, resonant, beautifully detailed wine captures everything that is most desirable in the 2014 vintage. Blackberry and black cherry fruit, adorned with a sprinkling of Sumatra coffee beans, rocks on with polished tannins. The pleasing roasted character is just right to power it through a clean, sexy finish. Drink now and on through 2026."
Heron Hill 2009 Reserve Riesling (Finger Lakes),Heron Hill,Riesling,Reserve,New York,Finger Lakes,US,88,$25.0,Anna Lee C. Iijima,"Bone dry, with bristling notes of wet stone, slate and petrol, this boasts striking minerality, with undertones of white blossoms, limes and sugar cookie that linger delicately on the finish. Brisk with acidity, it would pair fabulously with goat cheese or fatty salmon."
Trinity Vineyards 2014 Pinot Gris (Willamette Valley),Trinity Vineyards,Pinot Gris,,Oregon,Willamette Valley,US,91,$19.0,Paul Gregutt,"Massively fruity, this is an apple/pear bonanza, fleshy and almost lasciviously delicious. The huge fruit flavors convey an impression of sweetness, though this is not identified as off dry. It has tremendous density and length."
Waterbrook 2016 Mélange Founder's White (Columbia Valley (WA)),Waterbrook,White Blend,Mélange Founder's,Washington,Columbia Valley (WA),US,86,$12.0,Sean P. Sullivan,"Riesling and Gewürztraminer make up over half of this wine, giving it an aromatic punch. Vibrant ripe peach, flower and pear scents lead to an off-dry palate with fleshy fruit flavors. It provides easy-drinking appeal, though the concentration, especially through the midpalate, seems light."
Bergevin Lane 2011 She-Devil Syrah (Columbia Valley (WA)),Bergevin Lane,Syrah,She-Devil,Washington,Columbia Valley (WA),US,90,$24.0,Paul Gregutt,"This excellent Syrah captures much of the depth and complexity of higher priced bottles. Boysenberry fruit provides a concentrated core of flavor and rings of licorice, earth, coffee, smoke and vanilla circle through the lingering finish. Tannins are a bit on the crunchy side."
Patel 2011 Red (Napa Valley),Patel,Bordeaux-style Red Blend,,California,Napa Valley,US,83,$60.0,Virginie Boone,"Weedy and herbal, this Merlot-based blend is thick and rich in black cherry and medium oak, with an abbreviated finish."
SKN 2007 Chardonnay (Napa Valley),SKN,Chardonnay,,California,Napa Valley,US,84,$15.0,,"Chardonnay fans will like the pineapple and pear flavors, with their creamy, spicy edge of vanilla and pepper spice. It's a direct, dry wine at a pretty good price."
Keuka Spring 2010 Cabernet Franc (Finger Lakes),Keuka Spring,Cabernet Franc,,New York,Finger Lakes,US,87,$19.0,Anna Lee C. Iijima,"Notes of ripe, fleshy red fruit on the nose and palate are grazed with hints of smoked meat, nuts and dried sage—an appetizing mélange of sweet and savory elements. While it's full bodied, the zesty acidity makes for a refreshing yet satisfying sip."
WillaKenzie Estate 2007 Gamay Noir (Willamette Valley),WillaKenzie Estate,Gamay Noir,,Oregon,Willamette Valley,US,88,$25.0,Paul Gregutt,"A delightful bottle, this fruit-packed Gamay has more stuffing and sweetness than most of the Oregon Pinots from 2007. Plums, cherries and black currants ramble through the mouth, running into some fairly stiff, chewy tannins. This is a sturdy, immediately drinkable, thoroughly enjoyable quaffer."
Apsara 2014 Cabernet Sauvignon (Napa Valley),Apsara,Cabernet Sauvignon,,California,Napa Valley,US,90,$70.0,Virginie Boone,"Robust, pillowy tannins provide a density and grip that lasts through the finish of this 100% varietal wine. Blackberry, black currant and vanilla are the highlights, finding balance and powerful concentration on the palate."
Dr. Konstantin Frank 2013 Lemberger (Finger Lakes),Dr. Konstantin Frank,Lemberger,,New York,Finger Lakes,US,90,$22.0,Anna Lee C. Iijima,"Gorgeously purple in hue, this sharp, peppery Lemberger offers loads of concentrated blackberry and plum flavors. It's lavishly textured yet sharply balanced, marked by crisp acidity and fine tannins. Savory complexities of smoked meat and tobacco linger through a long, velvety finish."
Black Cat 2010 Family Cuvée Red (Napa Valley),Black Cat,Red Blend,Family Cuvée,California,Napa Valley,US,92,$48.0,,"This is a 50-50 blend of Cabernet Sauvignon and Syrah from Coombsville. It's dense with tannins, but they're very finely woven, and the wine has a gentle grace. The flavors of blackberries are pristine and ripe, and accompanied by a new oak smokiness. Good as it is now, it will develop bottle complexity after 2016."
Heart & Hands 2011 Riesling (Finger Lakes),Heart & Hands,Riesling,,New York,Finger Lakes,US,87,$18.0,Anna Lee C. Iijima,"Fresh wildflower and pear aromas, with just a hint of yeastiness, introduce a bold, textured palate that's full of flower and stone fruit flavors. Striking acidity drives the long, penetrating finish."
Boedecker Cellars 2005 Anderson Family Vineyard Pinot Noir (Willamette Valley),Boedecker Cellars,Pinot Noir,Anderson Family Vineyard,Oregon,Willamette Valley,US,88,$45.0,Paul Gregutt,"This is a limited (two barrels) bottling from a Dundee Hills vineyard. Tight red currant fruit is streaked with licorice and baking chocolate. There's plenty of acid, not entirely integrated into the fruit, and a hint of caramel in the finish. Good components, though not yet a complete and seamless wine."
Gary Farrell 2007 Starr Ridge Vineyard - Dijon Clones Pinot Noir (Russian River Valley),Gary Farrell,Pinot Noir,Starr Ridge Vineyard - Dijon Clones,California,Russian River Valley,US,92,$50.0,,"A big, young Pinot Noir that shows brilliant stuffing and complexity, but it's rather heavy and tannic now, and not a wine to open before, say, 2011 at the very least. In its youth it displays rich, jammy flavors of red cherries, raspberries, Dr. Pepper cola, beef jerky and smoky sandalwood, and is very dry. Should evolve slowly through 2015 or beyond."
Lange 2014 Pinot Noir (Willamette Valley),Lange,Pinot Noir,,Oregon,Willamette Valley,US,89,$25.0,Paul Gregutt,"This is well-made in a classic Oregon mold, which is to say, putting plenty of herbal highlights into the mix. There are light red fruits in abundance as well, and the flavors meld well through a medium-long finish."
Château Frank NV Célèbre Crémant Riesling (Finger Lakes),Château Frank,Riesling,Célèbre Crémant,New York,Finger Lakes,US,88,$21.0,Anna Lee C. Iijima,"Gorgeous floral tones abound throughout this fruity, fresh, sparkling Riesling. It's a bit chewy and mouth-filling in foam, but pristine peach and apple flavors and spine-tingling acidity are enthralling."
Shaw 2007 Dry Riesling (Finger Lakes),Shaw,Riesling,Dry,New York,Finger Lakes,US,88,$18.0,Anna Lee C. Iijima,"Benefits of bottle aging show well in this late release by Shaw. Clean and minerally with a shower of freshly squeezed lemon and honeysuckle on the nose, this almost dry Riesling is lush with honey and white peaches on the palate. There's a sleek backbone of steel and slate that adds elegance to a lingering white tea finish."
Krupp Brothers 2011 Synchrony Stagecoach Vineyard Red (Napa Valley),Krupp Brothers,Bordeaux-style Red Blend,Synchrony Stagecoach Vineyard,California,Napa Valley,US,91,$100.0,Virginie Boone,"Based on 84% Cabernet Sauvignon, with all four major red Bordeaux varieties represented, this expansive wine is big, dense and dusty in tannins and oak, but offers a soft side, too. Cherry, strawberry and a lift of citrus peel ease the power and intensity, before a chewy, dark chocolate finish. Cellar through 2021."
Jamieson Ranch 2011 Double Lariat Cabernet Sauvignon (Napa Valley),Jamieson Ranch,Cabernet Sauvignon,Double Lariat,California,Napa Valley,US,89,$45.0,,"A very nice wine, showcasing the Napa style of lush, plush opulence. It's softly tannic, with ripe blackberry, raspberry, mocha and cedar flavors. Not an ager—drink by 2015."
Gia Domella 2007 Reserve Zinfandel (Russian River Valley),Gia Domella,Zinfandel,Reserve,California,Russian River Valley,US,81,$65.0,,"Feels hot and Porty in the mouth, although it's very dry, with bitter raisinskin and shriveled cherry flavors. The alcohol approaches 16%."
Oakville Ranch 2005 Cabernet Sauvignon (Napa Valley),Oakville Ranch,Cabernet Sauvignon,,California,Napa Valley,US,88,$60.0,,"Very fruit-driven, this dry Cab has jammy cherry, blackberry and currant flavors, with a rich edge of cedar and cocoa. It's a bit immature now and should develop bottle complexities over the next 6–8 years."
Eric Ross 2008 Saralee's Vineyard Marsanne-Roussanne (Russian River Valley),Eric Ross,Marsanne-Roussanne,Saralee's Vineyard,California,Russian River Valley,US,92,$28.0,,"A beautiful wine, dry, complex and crisp, and easily one of the best white Rhône-style bottlings of the vintage. It shows brilliantly clean acidity that provides a brisk mouthfeel to the apricot, pineapple and pear flavors that rest on a firm ground of minerals. Great as a richer, more exotic alternative to Sauvignon Blanc."
Wine Spots 2012 Merlot (Napa Valley),Wine Spots,Merlot,,California,Napa Valley,US,85,$25.0,Virginie Boone,"There's not much to this light-bodied Merlot, its soft dark cherry, vanilla and plum flavors muted and hard to make out. From a San Francisco-based vintner making wines from around the world, including Bordeaux and South Australia, it sources Merlot from both Rutherford and Oakville."
Spindrift Cellars 2010 Pinot Gris (Willamette Valley),Spindrift Cellars,Pinot Gris,,Oregon,Willamette Valley,US,86,$15.0,Paul Gregutt,"Fresh and clean, with very tart and herbal flavors, and lighter suggestions of pear and lime fruit. The zippy acidity defines the wine; it's clean and bracing."
V. Sattui 2008 Crow Ridge Zinfandel (Russian River Valley),V. Sattui,Zinfandel,Crow Ridge,California,Russian River Valley,US,92,$35.0,,"A big, lusty, rich Zinfandel, packing wildly complex flavors of summer-ripe raspberries and cherries, anise, crushed pepper, dusty spices, sweet vanilla and smoky sandalwood. One of V. Sattui's best Zins of the vintage."
Goose Ridge 2008 Merlot (Columbia Valley (WA)),Goose Ridge,Merlot,,Washington,Columbia Valley (WA),US,91,$30.0,Paul Gregutt,This excellent estate-grown Merlot is a standout in the current Goose Ridge lineup. A scent of violet introduces a dark and potent wine. Plum and black cherry are enhanced by streaks of rock and tar. The tannins are supple and substantial.
Jax 2008 Y3 Sauvignon Blanc (Napa Valley),Jax,Sauvignon Blanc,Y3,California,Napa Valley,US,87,$17.0,,"A pretty, polished Sauvignon Blanc for drinking as a cocktail sipper with all kinds of zesty appetizers. It's dryish and crisp in acidity, with rich flavors of pineapples, lemons, kiwi fruit, limes and vanilla."
Frei Brothers 2006 Reserve Chardonnay (Russian River Valley),Frei Brothers,Chardonnay,Reserve,California,Russian River Valley,US,87,$20.0,,"Made in an immediately appealing, oaky way, this Chard has appealing peach, pear, green apple and honey flavors that taste like they were baked into a pie. Easy to find, with more than a million bottles in circulation."
Siduri 2014 Pratt Vineyard Sexton Road Pinot Noir (Russian River Valley),Siduri,Pinot Noir,Pratt Vineyard Sexton Road,California,Russian River Valley,US,93,$52.0,Virginie Boone,"Lush and vibrantly balanced, this wine is marked by juicy layers of blueberry, huckleberry and spicy cola and clove. Velvety-smooth on the palate, it's a satisfying, medium-bodied effort that effectively shows the beauty of the site and the vintage."
Wagner 2006 Semi Dry Riesling (Finger Lakes),Wagner,Riesling,Semi Dry,New York,Finger Lakes,US,84,$13.0,Susan Kostrzewa,"This Riesling has aromas that almost mimic a Chardonnay: toasty cream, vanilla, spice. On the palate, those more complex flavors continue, but are buoyed by some acidity and an intriguing touch of sweet flowers. Overall, a tasty sip."
Russian River Vineyards 2009 Estate Grown Pinot Noir (Russian River Valley),Russian River Vineyards,Pinot Noir,Estate Grown,California,Russian River Valley,US,90,$55.0,,"Rich flavors of cherries, persimmons, cola, anise and oak flood the mouth with immediate deliciousness. Bright Russian River acidity provides fortunate balance. It's delicious now, but young; this has the balance to develop nicely, so give it 6–7 years."
Abiqua Wind 2014 Collier's Early Muscat (Willamette Valley),Abiqua Wind,Muscat,Collier's Early,Oregon,Willamette Valley,US,84,$15.0,Paul Gregutt,"This wine seems disjointed from the initial aromas through the finish. Its perfume, lemon polish and other mismatched components don't indicate any improvement ahead."
Kiona 1998 Merlot (Columbia Valley (WA)),Kiona,Merlot,,Washington,Columbia Valley (WA),US,87,$20.0,Paul Gregutt,"This is still the current release. A very hot vintage in Washington, it leads with a Portlike nose of raisins and prunes; follows with soft, ripe and roasted flavors. The tannins are deep and earthy. Drink now. —P.G."
WillaKenzie Estate 2014 Triple Black Slopes Pinot Noir,WillaKenzie Estate,Pinot Noir,Triple Black Slopes,Oregon,Willamette Valley,US,92,$75.0,Paul Gregutt,"A slightly bitter tobacco note frames black-cherry fruit. The tannins need more time to smooth out, and that bitter streak is a bit worrisome. But that said, this powerful deep compact wine may explode with flavor if you have the patience to cellar it. Drink after 2020."
Furious George 2020 Sake,Furious George,Sake,,Mars,N A,US,19,$18.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Shalestone 2007 Synergy Red (Finger Lakes),Shalestone,Red Blend,Synergy,New York,Finger Lakes,US,85,$25.0,Anna Lee C. Iijima,"Rich and ripe on the nose with dark black fruit and olives, this is an easygoing blend of Syrah, Cab and Merlot. Medium-bodied in style, it's soft on the palate with plush tannins and flavors of cooked plum compote accented by darker hints of olive and sage."
O'Connor 2013 Pinot Noir (Russian River Valley),O'Connor,Pinot Noir,,California,Russian River Valley,US,93,$35.0,Virginie Boone,"A small-production wine from longtime growers, this is light and herbal, integrated in wood and tannin. It's vibrant and fresh on the palate and nose in plum and wild strawberry. High in gentle acidity, it provides a note of black tea and earthy truffle on the finish. Drink now through 2021."
Ryan Patrick 2012 Ryan's Riesling (Columbia Valley (WA)),Ryan Patrick,Riesling,Ryan's,Washington,Columbia Valley (WA),US,89,$10.0,Paul Gregutt,"Here's a perfect go-to, every day Riesling for warm weather. Pretty fruit flavors of peach and apple are laced with orange pekoe tea. Medium-bodied and mouthfilling, it's got excellent length and structure."
Frog's Leap 2007 Cabernet Sauvignon (Napa Valley),Frog's Leap,Cabernet Sauvignon,,California,Napa Valley,US,92,$42.0,,"Good Cabernet, dry and complex, showing classic Napa character. The tannin structure is near perfect, while the flavors are ripe and juicy in blackberries, cherries, currants and cedar. Polished now and through 2013."
Fulkerson 2014 Rosé (Finger Lakes),Fulkerson,Rosé,,New York,Finger Lakes,US,86,$13.0,Anna Lee C. Iijima,"While a bit shy in both bouquet and concentration, this cherry-kissed rosé is a refreshing summer sip. A blend of Pinot Noir and Dornfelder, it's a touch tart with a brisk, zippy finish."
Casa Larga 2009 Pinot Noir (Finger Lakes),Casa Larga,Pinot Noir,,New York,Finger Lakes,US,87,$15.0,Anna Lee C. Iijima,"Whiffs of mushroom and autumn leaf add complexity to this Pinot Noir's dried cherry, strawberry and violet aromas. The palate boasts an ample black-cherry flavor and delicate tannins that linger on the finish, melding into a dark chocolate and graphite-tinged note."
Lakewood 2011 Riesling (Finger Lakes),Lakewood,Riesling,,New York,Finger Lakes,US,85,$13.0,Anna Lee C. Iijima,"While quite earthy and smoky on the nose, this off-dry Riesling is pleasantly fruity on the palate showing fresh apple and lemon flavors accented with vibrant lime acidity. The finish is brisk with some astringency."
Chateau Ste. Michelle 2008 Syrah (Columbia Valley (WA)),Chateau Ste. Michelle,Syrah,,Washington,Columbia Valley (WA),US,87,$13.0,Paul Gregutt,"Co-fermented with Viognier (for the first time at Ste. Michelle), this aims for a brighter, softer style of Syrah. It's plenty soft, pleasantly accessible, and lightly toasty. The smoothness seems to have eliminated some of the brightness, the hills and valleys that make Syrah so distinctive in Washington."
Karma Vineyards 2012 Pink Bubbly Méthode Traditionnelle Sparkling (Columbia Valley (WA)),Karma Vineyards,Sparkling Blend,Pink Bubbly Méthode Traditionnelle,Washington,Columbia Valley (WA),US,87,$40.0,Sean P. Sullivan,"Pale pink in color, this wine offers aromas of herb, yeast, and overripe red apple. The apple-skin flavors are dry with tart acidity."
Chateau Ste. Michelle 2010 Artist Series Meritage (Columbia Valley (WA)),Chateau Ste. Michelle,Meritage,Artist Series,Washington,Columbia Valley (WA),US,91,$57.0,Paul Gregutt,"This new Artist Series red is three-quarters Cabernet Sauvignon, 18% Merlot, and the rest a mix of Cab Franc and Malbec, mostly from the Cold Creek Vineyard. Blue and black fruits are enhanced with barrel flavors of smoke, tobacco and espresso. Some additional years in bottle should help this wine knit together seamlessly."
Dr. Konstantin Frank 2010 Rkatsiteli (Finger Lakes),Dr. Konstantin Frank,Rkatsiteli,,New York,Finger Lakes,US,88,$15.0,Anna Lee C. Iijima,"Green herbs and grass add freshness to the sweet aromas of quince and peach preserves on this interpretation of the Georgian Rkatsiteli grape. Intense fruit flavors persist on the palate, highlighted by lemon-lime acidity and lime-pith astringency."
Williams Selyem 2011 Heintz Vineyard Chardonnay (Russian River Valley),Williams Selyem,Chardonnay,Heintz Vineyard,California,Russian River Valley,US,92,$55.0,,"Shows the usual Williams Selyem Chardonnay profile of huge fruit and flashy oak. This opulent wine would be over-the-top except that it's balanced by crisp, lemony acidity, and somehow retains a tight core with a gravitational tug that keeps the richness focused. Impressive now for sheer power, and should hold well for another 5–6 years."
Quilceda Creek 2013 Cabernet Sauvignon (Columbia Valley (WA)),Quilceda Creek,Cabernet Sauvignon,,Washington,Columbia Valley (WA),US,94,$140.0,Sean P. Sullivan,"This wine is 100% varietal coming from Champoux, Palengat and Wallula Gap vineyards. The aromas bring plenty of appeal, with notes of incense, spice box and dark fruit that lead to full exquisitely balanced dark fruit flavors that show polish, poise and a lengthy finish."
Roco 2014 Knudsen Vineyards Chardonnay (Willamette Valley),Roco,Chardonnay,Knudsen Vineyards,Oregon,Willamette Valley,US,94,$60.0,Paul Gregutt,"Smooth and full bodied, this is packed with robust peach, pear, apple, lime and candied pineapple. There's a streak of vanilla custard from time in new oak, and length-extending minerality. This just keeps on going in the most delightful fashion."
Hawkins Cellars 2009 Sangiovese (Columbia Valley (WA)),Hawkins Cellars,Sangiovese,,Washington,Columbia Valley (WA),US,85,$25.0,Paul Gregutt,"Quite light, with tart rhubarb and strawberry fruit. There's more than a hint of peppery herb, and a tart, quick finish."
Judd's Hill 2008 Cabernet Sauvignon (Napa Valley),Judd's Hill,Cabernet Sauvignon,,California,Napa Valley,US,85,$45.0,,"Direct and fruity, with blackberry and blueberry flavors, wrapped into rugged tannins. Finishes a little sweet. Drink over the next few years."
Alpha Omega 2003 Vinegar,Alpha Omega,Vinegar,,California,NA,US,196,$156.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Aubichon Cellars 2013 Oregon Pinot Noir (Willamette Valley),Aubichon Cellars,Pinot Noir,Oregon,Oregon,Willamette Valley,US,90,$35.0,Paul Gregutt,"As with many of Oregon's 2013 Pinots, this is more refined, more austere, more herbal and lower in alcohol than the fruity, forward 2012s. It's a matter of personal preference which is preferable. The fruit here begins in rhubarb and runs to raspberry, with a stop for citrus peel along the way. Spicy highlights of clove and coriander roll into a bright finish."
Lucas Vineyards 2007 Vignoles (Finger Lakes),Lucas Vineyards,Vignoles,,New York,Finger Lakes,US,86,$11.0,Susan Kostrzewa,"This white has a light, delicate nose of citrus and apricot. On the palate it's smooth and balanced with lush apricot and spice flavors. A touch of acidity gives the wine lift. A lingering finish adds to its poise. Pair with a creamy cheese or sip alone."
Bunnell 2008 Lia Red (Columbia Valley (WA)),Bunnell,Rhône-style Red Blend,Lia,Washington,Columbia Valley (WA),US,88,$34.0,Paul Gregutt,"Mourvèdre dominates the 2008 Lia, with Grenache, Counoise and Syrah filling in the rest. Fragrant and plummy, it's a mouth-filling Rhône-style blend, with smooth, lightly chocolaty tannins."
Keuka Lake Vineyards 2012 Dry Riesling (Finger Lakes),Keuka Lake Vineyards,Riesling,Dry,New York,Finger Lakes,US,88,$18.0,Anna Lee C. Iijima,"Whiffs of pine forest lend a pristine alpine feel to this bold dry Riesling. The palate is concentrated, with sun-streaked tones of pineapple and peach balanced by bristling lemon-lime acidity. The finish is moderately long with a lingering honeycomb note."
Ferrari-Carano 2010 Tré Terre Chardonnay (Russian River Valley),Ferrari-Carano,Chardonnay,Tré Terre,California,Russian River Valley,US,92,$32.0,,"Lots to like in this ripe Chardonnay. It has fruit-forward pineapple, kiwi and apricot flavors, brightened with citrusy acidity, and enriched by sweet, smoky oak. A rich, elegant wine to drink now with lamb, ahi tuna or by itself as an appetizer."
Guardian 2015 Newsprint Chardonnay (Columbia Valley (WA)),Guardian,Chardonnay,Newsprint,Washington,Columbia Valley (WA),US,87,$18.0,Sean P. Sullivan,"The aromas are light, with notes of toast, char, apple, lees and spice. The palate is on the lighter side of medium bodied with a lightly creamy feel. It's a straightforward easy drinker where the variety is unmistakable."
L'Ecole No. 41 2012 Cabernet Sauvignon (Columbia Valley (WA)),L'Ecole No. 41,Cabernet Sauvignon,,Washington,Columbia Valley (WA),US,89,$32.0,Sean P. Sullivan,"Hailing from 11 different vineyards located across the Columbia Valley, this appealing, 100% varietal wine provides aromas of toasty spices, dried herbs, cocoa and jammy dark fruit. The cranberry, coffee and blackberry flavors are sweet and focused, backed by chewy, lightly dry tannins that need time to soften."
